,student_id,age,gender,family_income,internet_access,study_hours_per_day,attendance_rate,assignment_delay_days,travel_time_minutes,part_time_job,scholarship,stress_index,gpa,semester_gpa,cgpa,semester,department,parental_education,dropout
6057,7138,19.7,Female,25000.0,Yes,6.39,89.4,1,12.8,No,No,6.4,2.27,2.01,1.97,Year 3,Arts,Bachelor,0
6058,2965,23.7,Female,53609.0,Yes,4.81,86.5,1,53.9,No,Yes,3.8,4.0,3.98,3.96,Year 3,Engineering,High School,0
6059,7560,20.5,Male,34148.0,Yes,3.73,91.6,2,34.1,No,Yes,8.2,2.52,2.42,2.43,Year 2,Arts,Bachelor,0
6060,2530,18.5,Female,36836.0,Yes,5.09,72.3,0,29.2,Yes,Yes,5.7,1.3,0.58,0.6,Year 2,Science,High School,0
6061,7285,23.7,Female,35272.0,Yes,2.95,91.3,2,41.2,Yes,Yes,3.0,3.38,2.97,2.97,Year 1,Arts,Master,0
6062,5773,22.5,Male,25000.0,Yes,3.04,69.4,2,34.3,No,No,9.0,1.8,1.74,1.74,Year 2,Science,Bachelor,1
6063,1049,24.2,Female,30069.0,Yes,3.33,94.6,0,36.9,No,No,3.6,2.58,2.65,2.65,Year 3,Business,Bachelor,0
6064,7046,19.8,Male,35038.0,Yes,4.8,92.3,1,36.0,No,No,5.8,3.05,3.15,3.25,Year 3,Engineering,High School,0
6065,1961,20.9,Female,54887.0,Yes,5.56,89.5,0,17.1,Yes,Yes,7.3,1.74,1.97,1.99,Year 2,Engineering,Bachelor,0
6066,2531,22.0,Male,25000.0,Yes,3.27,96.0,2,42.3,No,No,6.4,4.0,3.63,3.66,Year 2,Arts,High School,0
6067,9049,20.6,Male,30198.0,Yes,4.24,82.8,2,29.1,Yes,No,3.4,3.03,2.96,2.93,Year 3,Engineering,Master,0
6068,7604,19.1,Female,25000.0,No,3.13,91.3,0,30.1,Yes,Yes,6.0,0.18,0.03,0.0,Year 3,Business,Bachelor,1
6069,6525,23.5,Female,25000.0,Yes,2.85,78.8,1,28.8,No,Yes,6.3,2.62,2.35,2.29,Year 4,Arts,PhD,0
6070,238,21.4,Female,38358.0,Yes,3.2,73.3,2,17.7,Yes,No,5.2,1.77,1.79,1.83,Year 2,Business,Bachelor,1
6071,4918,20.2,Male,31913.0,Yes,4.87,78.6,2,34.4,Yes,Yes,5.8,2.72,2.54,2.59,Year 2,Science,PhD,0
6072,6480,21.6,Female,43187.0,Yes,4.06,89.1,1,30.1,No,No,4.7,3.27,2.6,2.6,Year 3,Science,Bachelor,0
6073,1134,22.0,Male,33712.0,Yes,4.9,81.8,2,13.7,No,Yes,1.9,3.17,3.61,3.68,Year 2,Business,PhD,0
6074,6977,21.7,Female,25000.0,No,4.92,84.1,3,33.2,Yes,No,4.8,2.34,2.17,2.18,Year 4,Engineering,Bachelor,0
6075,5902,17.0,Male,25000.0,Yes,3.47,84.1,1,18.3,Yes,No,2.5,3.2,3.1,3.14,Year 3,Engineering,Unknown,0
6076,9058,20.7,Male,25000.0,Yes,4.52,80.9,0,11.5,Yes,No,2.1,3.38,3.62,3.63,Year 3,Arts,PhD,0
6077,4260,19.0,Male,33887.0,Yes,4.81,73.1,1,8.6,No,No,6.1,1.37,1.21,1.2,Year 3,Engineering,Bachelor,0
6078,8841,19.4,Female,57115.0,Yes,3.97,83.6,1,33.6,No,Yes,5.1,3.58,3.95,3.99,Year 4,Engineering,PhD,0
6079,6966,22.2,Male,29039.0,Yes,3.41,89.1,2,31.6,No,No,6.2,2.54,2.85,2.84,Year 4,Business,High School,0
6080,9980,17.1,Male,59773.0,Yes,6.41,79.8,4,46.8,No,Yes,5.5,2.74,2.83,2.77,Year 2,Arts,Bachelor,1
6081,793,21.6,Female,64299.0,No,3.35,89.0,4,39.0,Yes,No,7.5,0.85,0.84,0.82,Year 3,Arts,Master,0
6082,1986,22.1,Female,45085.0,Yes,5.42,65.9,2,46.6,Yes,Yes,5.7,2.19,2.19,2.16,Year 4,Engineering,Master,1
6083,5657,23.2,Male,25000.0,Yes,6.63,71.1,1,18.7,No,No,5.6,2.27,2.63,2.58,Year 4,Engineering,Bachelor,0
6084,8740,17.7,Female,31523.0,Yes,3.37,63.7,1,34.9,Yes,No,6.8,1.12,1.25,1.25,Year 1,Science,Bachelor,1
6085,7936,22.9,Female,27474.0,Yes,5.4,83.7,1,21.6,No,No,6.9,0.55,0.59,0.59,Year 3,Business,Unknown,1
6086,6098,21.2,Female,37905.0,Yes,3.49,96.0,1,35.7,No,No,4.6,1.86,1.37,1.38,Year 4,Arts,Bachelor,0
6087,5908,17.0,Female,30912.0,Yes,3.81,88.2,2,39.1,No,No,5.6,3.16,3.14,3.19,Year 4,Science,Bachelor,0
6088,7374,17.0,Female,31830.0,Yes,6.24,81.8,3,29.2,Yes,No,6.3,4.0,3.76,3.7,Year 2,Arts,High School,1
6089,8129,20.6,Female,38772.0,Yes,6.57,83.2,5,25.2,No,No,6.6,4.0,4.0,4.0,Year 4,Engineering,High School,0
6090,2979,22.2,Female,45136.0,Yes,2.61,84.8,4,8.8,Yes,Yes,8.8,0.39,0.54,0.5,Year 3,CS,Master,1
6091,8862,21.3,Female,28474.0,Yes,3.4,86.9,1,28.9,No,No,6.2,2.25,2.27,2.27,Year 2,Science,PhD,0
6092,9302,22.9,Female,54436.0,Yes,5.65,81.7,2,37.1,No,Yes,4.6,2.93,2.77,2.77,Year 1,Arts,High School,0
6093,6722,23.4,Male,35712.0,Yes,4.6,74.3,2,32.7,No,Yes,5.8,2.8,2.45,2.45,Year 1,Arts,Unknown,0
6094,7843,22.4,Male,25000.0,Yes,5.07,80.4,1,18.4,Yes,Yes,9.3,0.0,0.65,0.65,Year 3,Science,Bachelor,0
6095,5525,19.1,Male,37652.0,Yes,4.37,71.0,3,26.0,Yes,Yes,6.3,2.04,2.36,2.35,Year 3,Engineering,High School,0
6096,8722,21.4,Male,31977.0,Yes,2.34,84.3,3,37.8,No,Yes,5.7,1.9,2.03,2.03,Year 1,Engineering,High School,0
6097,8432,20.8,Female,26213.0,Yes,1.73,91.7,3,22.8,No,No,6.1,1.3,1.75,1.76,Year 3,CS,Unknown,1
6098,9009,21.7,Male,25000.0,Yes,2.31,77.4,1,60.1,Yes,No,5.7,1.01,0.93,0.94,Year 2,CS,High School,1
6099,8604,21.9,Male,25000.0,Yes,3.96,82.3,0,61.3,Yes,No,6.2,0.41,0.17,0.16,Year 2,Science,High School,0
6100,7175,24.0,Female,25000.0,Yes,2.56,60.8,4,40.7,No,No,7.9,0.0,0.0,0.0,Year 1,Science,High School,1
6101,3920,20.9,Male,25000.0,Yes,2.61,88.9,1,32.2,No,No,3.7,2.49,2.47,2.48,Year 2,Arts,High School,0
6102,3139,22.0,Male,25529.0,Yes,2.19,86.8,1,24.7,No,Yes,5.4,0.31,0.05,0.03,Year 2,Arts,Bachelor,0
6103,9417,24.8,Male,54480.0,Yes,3.43,79.0,1,5.0,Yes,No,3.2,2.79,2.78,2.78,Year 3,CS,Bachelor,0
6104,9934,19.4,Female,25000.0,Yes,2.7,75.1,4,34.2,No,No,8.8,1.54,1.86,2.02,Year 4,CS,High School,0
6105,5790,21.2,Female,53275.0,Yes,2.97,87.4,1,16.9,No,Yes,6.1,1.25,0.93,0.92,Year 3,CS,High School,0
6106,4074,20.7,Female,49768.0,Yes,2.36,77.6,3,9.2,No,No,6.5,2.16,2.41,2.41,Year 3,Arts,Bachelor,1
6107,3288,20.5,Female,25000.0,Yes,4.35,90.4,1,20.0,No,No,2.8,2.36,2.15,2.2,Year 3,Engineering,Bachelor,0
6108,3230,20.9,Female,44658.0,Yes,3.04,70.4,0,39.7,Yes,No,3.6,2.07,1.84,1.77,Year 2,Engineering,Master,0
6109,1827,18.6,Female,25000.0,Yes,1.34,86.8,3,34.4,Yes,Yes,10.0,0.55,0.64,0.62,Year 4,Arts,High School,0
6110,5549,19.9,Female,59358.0,Yes,4.97,92.1,5,31.1,No,Yes,3.4,4.0,4.0,4.0,Year 4,Arts,High School,0
6111,594,21.7,Male,31589.0,Yes,1.58,74.1,1,53.5,No,Yes,5.8,1.79,1.92,1.91,Year 4,Engineering,High School,0
6112,2726,21.0,Female,32445.0,Yes,4.86,71.0,4,54.9,No,No,8.0,1.42,1.96,1.84,Year 2,Arts,High School,0
6113,4138,21.7,Female,30258.0,Yes,3.74,94.1,0,23.8,No,No,3.4,1.23,1.38,1.33,Year 4,Arts,PhD,0
6114,561,21.6,Male,25000.0,Yes,3.44,83.0,2,12.8,No,No,6.9,0.94,0.84,0.84,Year 1,Business,Bachelor,1
6115,7407,20.2,Female,71135.0,Yes,1.8,79.1,2,30.8,Yes,No,3.3,2.51,2.68,2.69,Year 3,Business,PhD,1
6116,8807,19.1,Female,30405.0,Yes,4.46,92.5,2,45.9,Yes,No,4.1,2.77,2.99,2.98,Year 4,Science,Bachelor,0
6117,8387,24.6,Female,25000.0,Yes,4.91,95.7,2,37.2,No,No,5.5,2.77,2.11,2.11,Year 1,Science,High School,0
6118,244,22.9,Female,32257.0,Yes,4.61,83.6,0,39.5,Yes,Yes,3.9,3.18,3.11,3.07,Year 3,Engineering,Master,0
6119,7269,21.4,Female,32503.0,Yes,4.75,68.6,1,39.9,Yes,No,5.3,1.89,1.33,1.42,Year 4,Engineering,Unknown,0
6120,5436,19.7,Male,38666.0,Yes,6.39,88.6,1,58.3,No,No,3.9,1.83,1.51,1.44,Year 4,Arts,High School,0
6121,4438,20.4,Female,25000.0,Yes,2.95,84.5,0,26.7,Yes,No,6.0,1.61,1.49,1.49,Year 1,CS,Master,0
6122,9685,19.3,Female,25000.0,Yes,3.99,73.5,1,39.1,No,Yes,2.2,3.28,2.69,2.7,Year 4,Science,High School,0
6123,8107,20.9,Female,25000.0,Yes,4.66,68.7,0,15.1,Yes,Yes,2.6,1.67,1.14,1.13,Year 4,Science,High School,0
6124,406,22.4,Female,50803.0,Yes,4.59,88.4,4,25.0,No,Yes,6.2,1.96,2.38,2.39,Year 4,Science,Unknown,0
6125,1443,21.4,Female,40117.0,Yes,3.84,88.2,2,25.5,No,No,2.9,1.84,2.3,2.33,Year 3,Arts,High School,0
6126,262,20.9,Female,47988.0,Yes,2.48,88.9,2,16.6,Yes,No,4.6,3.49,3.71,3.74,Year 3,Engineering,Bachelor,0
6128,7634,22.5,Male,32787.0,Yes,3.41,87.4,2,27.2,Yes,No,4.8,4.0,4.0,3.96,Year 3,CS,High School,0
6129,9534,19.7,Male,25000.0,Yes,4.44,77.2,3,40.0,No,No,6.0,1.51,1.51,1.59,Year 2,CS,Bachelor,0
6130,1690,20.4,Male,25000.0,Yes,3.47,74.9,1,33.0,No,No,5.1,2.03,2.67,2.67,Year 1,Business,Bachelor,0
6131,9867,21.7,Female,33554.0,Yes,0.99,90.3,2,13.9,Yes,No,4.5,2.35,2.75,2.66,Year 4,Science,Master,0
6133,8995,21.0,Male,25000.0,Yes,6.0,79.3,2,15.4,Yes,No,4.0,4.0,4.0,4.0,Year 1,Arts,High School,0
6134,4931,23.4,Female,50214.0,No,2.91,87.2,1,38.4,No,Yes,6.0,0.82,0.34,0.32,Year 2,CS,High School,0
6135,5963,21.1,Female,26944.0,Yes,4.56,77.3,0,5.0,No,No,6.1,1.37,1.44,1.41,Year 2,Science,High School,0
6136,2497,20.4,Male,32648.0,No,3.03,75.5,2,21.3,Yes,No,6.3,1.9,1.75,1.75,Year 1,Science,Bachelor,0
6137,9015,20.5,Female,25000.0,Yes,6.24,81.9,4,35.3,No,No,6.3,2.3,2.45,2.44,Year 2,Arts,High School,0
6138,6905,20.2,Female,25000.0,Yes,2.61,72.0,1,25.7,No,No,8.2,0.0,0.0,0.0,Year 1,Business,Master,1
6139,6107,26.1,Male,33106.0,Yes,3.28,71.1,2,25.7,No,Yes,6.4,2.82,2.66,2.66,Year 1,CS,Bachelor,0
6141,341,19.2,Male,30646.0,Yes,4.81,91.6,2,61.3,Yes,No,6.1,3.83,3.48,3.49,Year 2,Science,Bachelor,0
6142,2409,22.8,Male,29866.0,Yes,2.71,89.0,1,26.0,No,Yes,6.4,2.33,2.14,2.16,Year 4,Business,High School,0
6143,1602,24.0,Male,25000.0,No,2.32,78.5,0,38.4,No,No,3.1,2.69,2.42,2.52,Year 2,Arts,Bachelor,0
6144,9865,21.3,Female,28620.0,Yes,4.76,90.6,0,23.9,No,No,3.1,3.64,3.61,3.59,Year 3,Science,High School,0
6145,8360,19.7,Female,25000.0,Yes,3.61,72.8,4,28.6,Yes,No,6.9,1.35,1.17,1.09,Year 4,Science,Bachelor,1
6146,5783,22.0,Male,33671.0,No,2.93,81.3,3,46.0,No,Yes,4.6,2.63,2.79,2.79,Year 1,Arts,High School,0
6147,4577,18.4,Male,25000.0,Yes,4.42,69.0,2,16.4,No,Yes,7.3,0.06,0.0,0.0,Year 3,Arts,Bachelor,1
6148,7972,22.4,Male,51733.0,Yes,5.15,86.2,2,37.1,No,Yes,6.5,1.51,1.38,1.38,Year 1,Engineering,Bachelor,0
6149,3726,22.3,Male,25000.0,Yes,3.32,97.4,2,24.1,Yes,No,6.4,2.11,2.42,2.45,Year 2,Engineering,Master,0
6151,2786,20.2,Male,25000.0,Yes,4.01,72.3,2,52.0,Yes,No,6.4,2.85,2.43,2.45,Year 4,Arts,Bachelor,0
6152,1524,18.9,Male,29604.0,Yes,3.75,88.9,0,28.3,Yes,Yes,5.1,3.7,3.93,3.95,Year 2,Business,High School,0
6153,7718,23.6,Male,31513.0,Yes,3.7,86.5,3,38.1,No,No,3.2,3.86,4.0,4.0,Year 2,Business,Bachelor,0
6154,2508,23.7,Female,25000.0,No,4.1,77.9,0,5.7,No,Yes,10.0,0.54,0.47,0.47,Year 1,Science,Bachelor,1
6155,2832,19.0,Female,40337.0,Yes,4.26,90.1,1,28.7,Yes,No,5.5,3.25,3.31,3.29,Year 2,Business,Master,0
6156,1013,25.6,Female,25000.0,Yes,6.26,75.0,2,30.4,No,Yes,5.8,1.38,1.51,1.51,Year 1,Engineering,High School,1
6157,5281,19.6,Male,30317.0,Yes,2.45,94.1,4,36.5,No,Yes,6.9,1.42,1.79,1.75,Year 3,Business,Unknown,1
6158,4896,21.0,Male,25000.0,Yes,6.01,71.2,3,27.6,No,Yes,1.4,2.88,2.82,2.78,Year 4,Arts,Master,0
6159,1767,25.8,Female,36024.0,Yes,4.47,80.0,2,43.4,Yes,Yes,8.3,0.45,0.33,0.31,Year 4,Arts,Master,1
6160,4552,22.8,Male,25000.0,Yes,5.33,89.9,2,25.3,Yes,Yes,6.4,4.0,3.63,3.58,Year 2,Engineering,Master,1
6161,7122,19.1,Female,25000.0,Yes,4.78,83.9,3,34.4,No,No,3.8,1.46,2.08,2.08,Year 2,CS,Master,0
6162,6550,22.3,Male,49388.0,Yes,3.1,90.7,1,50.0,Yes,Yes,6.7,1.66,1.71,1.75,Year 2,Business,Bachelor,0
6163,4038,20.5,Male,29198.0,Yes,5.01,80.4,2,42.7,Yes,No,6.9,0.57,0.52,0.51,Year 4,Business,Bachelor,1
6164,8271,17.8,Male,46991.0,Yes,3.94,68.1,0,37.2,Yes,No,5.4,2.63,3.22,3.24,Year 4,Science,High School,0
6165,149,22.1,Female,36994.0,Yes,4.07,81.3,3,32.7,No,No,4.8,2.89,3.07,3.09,Year 2,Science,High School,0
6166,286,17.0,Male,25000.0,Yes,6.21,92.9,1,31.4,No,No,5.0,1.64,1.88,1.85,Year 3,Arts,High School,1
6167,7801,19.2,Male,27435.0,Yes,1.41,87.9,0,28.4,No,No,7.5,1.23,0.75,0.88,Year 3,Science,High School,1
6168,9652,22.5,Male,25000.0,Yes,2.74,93.9,3,21.7,No,No,6.4,1.95,2.1,2.1,Year 1,Business,High School,0
6169,364,21.9,Male,67033.0,Yes,3.15,78.0,1,29.3,Yes,No,4.1,0.0,0.0,0.0,Year 2,Arts,High School,1
6170,5368,20.3,Female,25000.0,Yes,2.97,89.8,1,40.4,No,Yes,4.7,1.54,1.39,1.41,Year 2,Arts,Bachelor,1
6171,9946,17.1,Male,49961.0,Yes,2.63,86.8,0,22.2,Yes,No,4.8,0.77,0.43,0.43,Year 3,CS,PhD,0
6172,8411,20.7,Male,50368.0,Yes,4.08,83.3,4,23.6,Yes,No,7.6,1.31,1.22,1.22,Year 3,Arts,Master,1
6173,9454,21.5,Male,25000.0,No,5.06,85.6,2,23.3,No,Yes,5.6,3.6,3.65,3.59,Year 4,Science,Master,0
6174,4726,17.0,Female,25000.0,Yes,3.08,98.1,3,19.8,Yes,No,7.4,3.7,3.85,3.85,Year 1,Engineering,Master,0
6176,6771,20.9,Female,28050.0,Yes,4.23,82.3,3,42.0,Yes,No,4.4,2.65,2.83,2.82,Year 2,Arts,Bachelor,0
6177,4444,22.5,Female,25000.0,Yes,3.49,91.3,2,29.2,No,No,5.6,2.45,3.16,3.11,Year 4,Science,High School,0
6179,237,17.0,Female,67228.0,Yes,2.38,83.1,0,33.1,Yes,No,4.9,1.84,2.04,2.09,Year 3,Business,Master,1
6180,7710,19.1,Female,35780.0,Yes,3.24,72.1,2,34.0,No,No,4.3,2.8,2.88,2.88,Year 1,Business,High School,0
6181,9586,17.5,Female,50918.0,Yes,2.81,82.1,2,40.4,No,No,5.3,4.0,4.0,4.0,Year 3,Arts,High School,0
6183,7124,20.9,Female,34519.0,No,3.14,77.1,4,30.9,Yes,Yes,5.3,2.88,3.68,3.69,Year 2,CS,Bachelor,1
6184,8537,22.4,Male,33550.0,Yes,4.66,84.8,1,39.4,No,No,5.3,1.39,1.54,1.61,Year 2,Science,Bachelor,0
6185,9603,21.4,Female,25000.0,Yes,3.36,80.5,0,40.4,No,Yes,1.7,3.36,3.03,3.07,Year 4,Business,Unknown,0
6186,5520,17.7,Female,25000.0,Yes,4.06,72.1,1,32.9,No,Yes,6.4,2.51,2.83,2.83,Year 1,Business,PhD,0
6187,9614,17.0,Male,25000.0,Yes,4.14,95.3,3,36.1,Yes,Yes,6.3,2.61,2.85,2.84,Year 2,Arts,High School,0
6188,3084,18.5,Female,25000.0,Yes,4.74,76.9,2,33.7,No,No,5.4,0.88,1.1,1.11,Year 2,CS,Bachelor,1
6189,2960,18.6,Female,25000.0,No,1.19,88.1,1,32.1,Yes,No,5.3,2.67,3.04,2.95,Year 2,Arts,Master,0
6190,2103,19.1,Female,30846.0,Yes,2.91,78.6,1,22.9,Yes,No,3.8,2.52,2.38,2.4,Year 3,Arts,Bachelor,0
6191,633,20.7,Female,47855.0,Yes,2.84,84.6,2,43.7,No,No,4.2,2.69,2.88,2.81,Year 4,Business,Bachelor,0
6192,6814,17.0,Male,25000.0,Yes,4.24,82.8,1,5.0,No,No,7.0,1.49,1.41,1.34,Year 2,Business,Unknown,0
6193,2494,24.2,Female,54507.0,No,4.31,70.0,3,31.8,No,No,6.3,3.16,3.44,3.4,Year 4,Engineering,High School,0
6194,2666,18.0,Female,25000.0,Yes,1.58,59.2,4,39.5,Yes,No,5.8,1.96,1.81,1.76,Year 3,Science,Bachelor,0
6195,8495,18.8,Female,25000.0,Yes,3.94,74.2,0,26.2,No,No,6.0,3.7,3.73,3.76,Year 4,Business,High School,0
6196,8426,20.9,Male,25000.0,Yes,4.22,79.3,3,43.0,Yes,No,5.7,2.33,2.94,2.94,Year 1,Engineering,Master,0
6197,9267,20.5,Female,40145.0,Yes,5.45,86.0,4,11.6,No,No,5.2,1.29,1.31,1.39,Year 3,Science,Unknown,1
6199,3875,19.4,Female,53598.0,Yes,5.93,85.0,2,38.4,No,No,4.0,2.19,2.38,2.37,Year 3,Arts,Master,0
6200,2818,21.8,Female,42879.0,Yes,4.55,80.4,1,21.9,No,No,8.4,1.19,1.43,1.51,Year 2,CS,Unknown,1
6201,8269,19.3,Male,25000.0,Yes,2.0,100.0,4,25.3,Yes,No,6.6,0.53,0.75,0.74,Year 3,Engineering,Unknown,1
6202,9816,21.5,Male,49730.0,Yes,4.58,88.3,3,11.8,Yes,Yes,3.4,3.34,3.24,3.16,Year 4,Arts,Unknown,0
6203,7427,20.3,Female,27779.0,Yes,4.6,81.1,4,34.6,Yes,Yes,1.2,4.0,4.0,3.95,Year 4,Science,Bachelor,0
6204,8603,26.7,Male,44185.0,Yes,5.35,82.4,2,46.0,No,Yes,4.7,2.26,2.25,2.14,Year 4,Business,Bachelor,0
6205,8476,19.7,Female,40836.0,Yes,3.11,74.7,1,5.0,Yes,No,7.0,1.3,1.41,1.44,Year 2,CS,Bachelor,0
6206,1736,17.4,Female,25000.0,Yes,4.54,64.8,1,32.9,No,No,5.0,2.63,3.02,3.02,Year 1,Business,PhD,0
6207,7398,21.3,Male,25000.0,Yes,7.77,100.0,0,50.5,Yes,No,5.9,3.89,3.53,3.51,Year 3,Business,High School,0
6208,4256,23.3,Female,25000.0,Yes,3.7,79.1,1,33.0,Yes,Yes,3.0,2.88,3.19,3.17,Year 4,Engineering,Bachelor,0
6209,8289,19.6,Female,33220.0,Yes,1.59,82.0,1,43.2,No,No,8.4,0.0,0.63,0.55,Year 4,Arts,Bachelor,1
6210,2476,22.6,Male,38152.0,Yes,3.56,77.3,3,12.8,Yes,Yes,6.7,2.9,2.86,2.91,Year 4,CS,Bachelor,0
6211,9985,18.4,Female,46141.0,Yes,5.04,85.6,1,32.3,No,No,6.4,3.01,2.81,2.75,Year 2,Science,Bachelor,0
6212,3714,17.0,Female,47406.0,Yes,3.19,83.7,2,14.5,Yes,No,5.3,1.13,1.35,1.29,Year 2,Arts,Bachelor,0
6213,8979,22.4,Female,33068.0,Yes,6.8,61.3,4,9.0,No,No,4.6,1.98,2.46,2.44,Year 3,Science,High School,1
6215,708,24.9,Female,25000.0,Yes,3.58,77.7,1,36.4,Yes,No,5.0,2.8,2.85,2.95,Year 4,Engineering,Unknown,0
6216,9192,17.0,Male,25000.0,Yes,4.04,79.9,3,32.1,No,No,7.4,2.36,2.14,2.18,Year 3,Business,Bachelor,0
6217,5190,24.8,Female,25000.0,Yes,4.17,79.4,1,18.9,Yes,Yes,7.4,1.86,2.25,2.25,Year 1,CS,Unknown,0
6218,5473,20.2,Male,35532.0,Yes,5.37,67.8,1,45.8,No,Yes,7.0,2.78,2.68,2.7,Year 4,Business,High School,0
6219,73,20.9,Female,25000.0,Yes,1.09,92.3,1,16.2,Yes,No,5.6,2.5,2.33,2.33,Year 1,Arts,Bachelor,0
6220,7844,20.1,Female,32912.0,Yes,5.69,71.6,2,25.8,No,No,4.6,1.1,1.21,1.25,Year 4,Arts,Unknown,0
6221,5102,22.1,Female,28652.0,Yes,6.06,82.8,0,39.4,No,No,6.2,4.0,4.0,4.0,Year 4,Engineering,High School,0
6222,6765,17.0,Male,48346.0,Yes,5.82,74.4,4,26.1,Yes,No,4.4,2.67,2.53,2.46,Year 3,CS,Master,0
6223,1126,18.5,Female,25000.0,Yes,3.86,77.6,0,20.7,Yes,Yes,8.6,2.82,3.73,3.76,Year 3,CS,Bachelor,0
6224,1242,20.6,Male,37453.0,No,4.0,81.4,2,25.3,Yes,No,4.0,2.89,2.87,2.87,Year 1,Engineering,Master,0
6225,8254,18.7,Female,25000.0,Yes,4.05,84.9,1,44.3,No,Yes,4.4,0.0,0.07,0.13,Year 2,Engineering,Bachelor,1
6226,2350,20.1,Female,25000.0,Yes,2.34,75.9,0,37.2,No,Yes,4.3,2.75,3.01,2.97,Year 2,Business,Bachelor,0
6227,6603,23.0,Male,25000.0,Yes,3.49,79.7,1,26.6,Yes,No,6.6,3.06,2.88,2.88,Year 1,Science,Bachelor,0
6228,6781,23.6,Male,55335.0,Yes,4.53,72.8,4,28.5,Yes,Yes,3.2,3.89,3.55,3.55,Year 1,Arts,Bachelor,0
6229,4359,22.3,Female,25000.0,Yes,4.88,64.6,3,33.6,Yes,No,9.6,1.48,1.1,1.1,Year 1,Science,Bachelor,1
6230,1344,23.6,Female,25000.0,Yes,4.43,79.2,3,5.6,Yes,No,3.8,1.7,1.52,1.49,Year 2,Science,Master,0
6231,9989,18.8,Male,44217.0,Yes,3.53,68.0,3,34.9,No,Yes,6.9,2.59,2.76,2.73,Year 2,Science,High School,0
6233,9576,19.1,Female,33260.0,Yes,5.96,80.0,1,31.9,No,No,2.7,2.43,2.44,2.44,Year 1,Engineering,Unknown,1
6234,6653,19.4,Male,46932.0,Yes,2.7,86.1,2,36.0,No,Yes,7.0,3.41,3.56,3.56,Year 2,Arts,High School,1
6235,1101,23.2,Female,42410.0,Yes,4.32,76.0,2,36.1,No,No,5.9,1.9,1.14,1.19,Year 2,Arts,Bachelor,1
6236,7328,21.9,Female,25000.0,No,4.66,74.6,3,19.1,Yes,No,4.2,2.92,3.38,3.41,Year 4,Engineering,Bachelor,0
6237,7623,19.2,Female,25000.0,Yes,5.25,78.4,3,29.5,No,Yes,7.4,3.21,3.58,3.55,Year 4,CS,Master,0
6238,988,22.9,Female,56930.0,Yes,2.48,84.3,2,39.8,No,Yes,4.5,3.76,3.87,3.83,Year 4,Science,Bachelor,0
6239,2853,18.6,Male,25000.0,Yes,3.97,92.7,1,19.5,Yes,No,5.5,3.75,3.46,3.47,Year 3,Business,Master,0
6240,631,17.3,Male,51430.0,Yes,5.72,83.1,2,18.7,Yes,No,4.7,1.22,0.98,0.9,Year 4,Arts,High School,0
6241,1250,17.6,Female,32480.0,Yes,2.68,89.2,1,36.6,No,No,5.7,2.53,2.55,2.57,Year 3,Arts,High School,0
6242,3180,22.1,Female,25000.0,Yes,4.23,70.0,2,13.1,Yes,No,5.7,2.55,2.95,2.9,Year 2,Science,Bachelor,0
6243,483,17.5,Male,27621.0,Yes,1.71,68.9,1,42.0,No,Yes,2.3,1.69,1.45,1.47,Year 3,Science,High School,0
6244,3041,22.3,Female,36036.0,No,5.99,69.3,3,24.2,No,No,10.0,0.1,0.11,0.13,Year 3,Science,Bachelor,1
6245,5011,24.5,Female,25404.0,Yes,3.63,91.3,1,37.0,Yes,No,9.0,2.18,1.79,1.79,Year 1,CS,Master,1
6246,8728,23.0,Male,36758.0,Yes,5.12,69.3,0,6.5,No,No,3.9,2.92,2.72,2.66,Year 4,CS,Bachelor,0
6247,7001,22.7,Male,29278.0,Yes,2.75,96.5,2,17.1,Yes,Yes,6.5,2.21,1.19,1.22,Year 3,CS,Unknown,0
6248,3274,22.6,Male,25000.0,Yes,4.34,85.0,1,45.7,Yes,Yes,5.6,2.03,1.75,1.74,Year 4,Business,Unknown,0
6249,7228,20.9,Female,25000.0,Yes,1.83,86.2,1,27.9,No,No,6.4,1.68,1.61,1.61,Year 3,Science,Unknown,0
6250,3684,23.7,Female,25000.0,Yes,1.89,90.4,5,35.0,No,No,5.9,0.79,0.83,0.83,Year 1,Engineering,High School,1
6252,6808,22.5,Male,37379.0,Yes,3.97,85.5,2,53.5,No,Yes,7.3,1.23,1.87,1.88,Year 3,CS,Bachelor,0
6253,9739,23.0,Female,25000.0,No,3.25,76.4,0,30.9,No,Yes,2.8,2.6,2.36,2.49,Year 2,Business,High School,0
6254,1317,18.7,Female,44468.0,Yes,4.15,86.1,0,40.3,Yes,No,6.1,1.39,1.38,1.38,Year 2,Business,High School,1
6255,3226,18.8,Female,25000.0,Yes,3.24,88.4,2,31.4,No,No,6.9,1.46,1.36,1.36,Year 1,Business,High School,0
6256,1073,21.2,Male,25000.0,Yes,3.85,65.7,2,43.5,Yes,Yes,4.7,3.03,3.74,3.77,Year 4,Science,Bachelor,0
6257,4816,20.5,Male,25000.0,Yes,4.44,82.1,1,9.7,No,No,6.1,1.7,1.74,1.67,Year 3,Arts,Bachelor,0
6258,8460,24.5,Female,25000.0,Yes,6.09,90.0,0,38.0,No,Yes,7.7,0.11,0.45,0.41,Year 2,Science,High School,1
6259,5753,24.1,Female,25000.0,Yes,4.65,83.9,1,13.3,No,Yes,4.8,3.74,4.0,3.97,Year 4,Business,Bachelor,0
